supplier_name,facility_name,risk_type,risk_level,risk_confidence,risk_trend,timeframe,context
Techtronic Industries,Milwaukee Tool West Bend,Waste Water,Medium,Medium,Stable,Within 5 Years,"Water stress in United Kingdom is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. Medium wastewater risk expected to persist."
Techtronic Industries,Empire Level (Subsidiary),Waste Water,Very High,Medium,Stable,Within 5 Years,"Water stress in this region is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. Very high wastewater risk expected to persist or worsen over this horizon."
Techtronic Industries,Milwaukee Tool Torreon,Waste Water,Very High,Medium,Deteriorating,Within 5 Years,"Water stress in Mexico is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. This heightens the potential impact of any wastewater discharge from this facility."
Techtronic Industries,TTI Floor Care N.A.,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
Techtronic Industries,TTI Dongguan Hub,Waste Water,Low,Medium,Deteriorating,Within 5 Years,"Water stress in China is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. This heightens the potential impact of any wastewater discharge from this facility."
Techtronic Industries,TTI Vietnam (SHTP),Waste Water,Low,Medium,Stable,Within 5 Years,"Low wastewater risk expected to remain stable. WRI Aqueduct futures projections indicate modest increases in basin water stress in Vietnam, which may marginally affect the assimilative capacity of receiving water bodies."
Techtronic Industries,DreBo Werkzeugfabrik,Waste Water,Very Low,Medium,Stable,Within 5 Years,Very low wastewater risk expected to persist. WRI Aqueduct futures projections indicate modest increases in basin water stress in this region but insufficient to alter risk classification within this horizon.
Techtronic Industries,Ryobi Die Casting (USA),Waste Water,Medium,Medium,Stable,Within 5 Years,"Water stress in this region is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. Medium wastewater risk expected to persist."
"S.C. Johnson & Son, Inc.",Global Corporate HQ,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
"S.C. Johnson & Son, Inc.",Waxdale Facility,Waste Water,Medium,Medium,Stable,Within 5 Years,"Water stress in this region is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. Medium wastewater risk expected to persist."
"S.C. Johnson & Son, Inc.",Ziploc Bay City Plant,Waste Water,Medium,Medium,Stable,Within 5 Years,"Water stress in this region is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. Medium wastewater risk expected to persist."
"S.C. Johnson & Son, Inc.",North America HQ,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
"S.C. Johnson & Son, Inc.","Method ""Soapbox""",Waste Water,High,Medium,Stable,Within 5 Years,"Water stress in this region is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. This heightens the potential impact of any discharge from this facility."
"S.C. Johnson & Son, Inc.",SC Johnson Professional HQ,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
"S.C. Johnson & Son, Inc.",Stanley Plant (SCJP),Waste Water,Medium,Medium,Stable,Within 5 Years,"Water stress in this region is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. Medium wastewater risk expected to persist."
"S.C. Johnson & Son, Inc.",SCJ Europlant,Waste Water,Low,Medium,Stable,Within 5 Years,"Low wastewater risk expected to remain stable. WRI Aqueduct futures projections indicate modest increases in basin water stress in this region, which may marginally affect the assimilative capacity of receiving water bodies."
"S.C. Johnson & Son, Inc.",European Headquarters (Rolle),Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
"S.C. Johnson & Son, Inc.",Gorzów Manufacturing,Waste Water,Very Low,Medium,Stable,Within 5 Years,Very low wastewater risk expected to persist. WRI Aqueduct futures projections indicate modest increases in basin water stress in this region but insufficient to alter risk classification within this horizon.
"S.C. Johnson & Son, Inc.",Rosslyn Factory,Waste Water,Very High,Medium,Deteriorating,Within 5 Years,"Water stress in South Africa is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. This heightens the potential impact of any wastewater discharge from this facility."
"S.C. Johnson & Son, Inc.",Shanghai Johnson Ltd,Waste Water,Very High,Medium,Deteriorating,Within 5 Years,"Water stress in China is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. This heightens the potential impact of any wastewater discharge from this facility."
"S.C. Johnson & Son, Inc.",SC Johnson Vietnam,Waste Water,Low,Medium,Stable,Within 5 Years,"Low wastewater risk expected to remain stable. WRI Aqueduct futures projections indicate modest increases in basin water stress in Vietnam, which may marginally affect the assimilative capacity of receiving water bodies."
"S.C. Johnson & Son, Inc.",LATAM Regional HQ,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
"S.C. Johnson & Son, Inc.",Pilar Manufacturing,Waste Water,Low,Medium,Stable,Within 5 Years,"Low wastewater risk expected to remain stable. WRI Aqueduct futures projections indicate modest increases in basin water stress in this region, which may marginally affect the assimilative capacity of receiving water bodies."
"S.C. Johnson & Son, Inc.",Toluca Plant,Waste Water,High,Medium,Deteriorating,Within 5 Years,"Water stress in Mexico is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. This heightens the potential impact of any wastewater discharge from this facility."
"GOJO Industries, Inc.",Global Headquarters,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
"GOJO Industries, Inc.",Lippman Campus (Stow),Waste Water,Low,Medium,Stable,Within 5 Years,"Low wastewater risk expected to remain stable. WRI Aqueduct futures projections indicate modest increases in basin water stress in this region, which may marginally affect the assimilative capacity of receiving water bodies."
"GOJO Industries, Inc.",Cuyahoga Falls Plant,Waste Water,Low,Medium,Stable,Within 5 Years,"Low wastewater risk expected to remain stable. WRI Aqueduct futures projections indicate modest increases in basin water stress in this region, which may marginally affect the assimilative capacity of receiving water bodies."
"GOJO Industries, Inc.",Wooster Facility,Waste Water,Medium,Medium,Stable,Within 5 Years,"Water stress in this region is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. Medium wastewater risk expected to persist."
"GOJO Industries, Inc.",Maple Heights Plant,Waste Water,Low,Medium,Stable,Within 5 Years,"Low wastewater risk expected to remain stable. WRI Aqueduct futures projections indicate modest increases in basin water stress in this region, which may marginally affect the assimilative capacity of receiving water bodies."
"GOJO Industries, Inc.",Ashland Dist. Center,Waste Water,Medium,Medium,Stable,Within 5 Years,"Water stress in this region is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. Medium wastewater risk expected to persist."
"GOJO Industries, Inc.",Navarre Warehouse,Waste Water,Medium,Medium,Stable,Within 5 Years,"Water stress in this region is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. Medium wastewater risk expected to persist."
"GOJO Industries, Inc.",GOJO Europe (UK HQ),Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
"GOJO Industries, Inc.",GOJO France SARL,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
"GOJO Industries, Inc.",GOJO Australasia,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
"GOJO Industries, Inc.","GOJO Japan, Inc.",Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
"GOJO Industries, Inc.",GOJO América Latina,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
"GOJO Industries, Inc.",GOJO Canada Inc.,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
Hangzhou Greatstar Industrial.Co.,Global Headquarters,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
Hangzhou Greatstar Industrial.Co.,GreatStar Industrial USA,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
Hangzhou Greatstar Industrial.Co.,Arrow Fastener Co. HQ,Waste Water,Low,Medium,Stable,Within 5 Years,"Low wastewater risk expected to remain stable. WRI Aqueduct futures projections indicate modest increases in basin water stress in this region, which may marginally affect the assimilative capacity of receiving water bodies."
Hangzhou Greatstar Industrial.Co.,Shop-Vac / SK Tools USA,Waste Water,Low,Medium,Stable,Within 5 Years,"Low wastewater risk expected to remain stable. WRI Aqueduct futures projections indicate modest increases in basin water stress in this region, which may marginally affect the assimilative capacity of receiving water bodies."
Hangzhou Greatstar Industrial.Co.,Prime-Line Products,Waste Water,Very High,Medium,Stable,Within 5 Years,"Water stress in this region is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. Very high wastewater risk expected to persist or worsen over this horizon."
Hangzhou Greatstar Industrial.Co.,LISTA AG (Switzerland),Waste Water,Very Low,Medium,Stable,Within 5 Years,Very low wastewater risk expected to persist. WRI Aqueduct futures projections indicate modest increases in basin water stress in this region but insufficient to alter risk classification within this horizon.
Hangzhou Greatstar Industrial.Co.,BeA GmbH (Germany),Waste Water,Low,Medium,Stable,Within 5 Years,"Low wastewater risk expected to remain stable. WRI Aqueduct futures projections indicate modest increases in basin water stress in Germany, which may marginally affect the assimilative capacity of receiving water bodies."
Hangzhou Greatstar Industrial.Co.,Zhongshan Geelong Mfg,Waste Water,Low,Medium,Deteriorating,Within 5 Years,"Water stress in China is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. This heightens the potential impact of any wastewater discharge from this facility."
Hangzhou Greatstar Industrial.Co.,GreatStar Vietnam Base,Waste Water,Low,Medium,Stable,Within 5 Years,"Low wastewater risk expected to remain stable. WRI Aqueduct futures projections indicate modest increases in basin water stress in Vietnam, which may marginally affect the assimilative capacity of receiving water bodies."
Hangzhou Greatstar Industrial.Co.,GreatStar Thailand Base,Waste Water,Very High,Medium,Deteriorating,Within 5 Years,"Water stress in Thailand is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. This heightens the potential impact of any wastewater discharge from this facility."
Hangzhou Greatstar Industrial.Co.,Haining GreatStar Hub,Waste Water,Low,Medium,Deteriorating,Within 5 Years,"Water stress in China is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. This heightens the potential impact of any wastewater discharge from this facility."
Hangzhou Greatstar Industrial.Co.,Goldblatt / GreatStar R&D,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
Hangzhou Greatstar Industrial.Co.,GreatStar Changzhou Base,Waste Water,Medium,Medium,Deteriorating,Within 5 Years,"Water stress in China is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. This heightens the potential impact of any wastewater discharge from this facility."
Hangzhou Greatstar Industrial.Co.,Xiaoshan Logistics Base,Waste Water,Medium,Medium,Deteriorating,Within 5 Years,"Water stress in China is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. This heightens the potential impact of any wastewater discharge from this facility."
Perrigo Company,Global Headquarters,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
Perrigo Company,N. American Corporate HQ,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
Perrigo Company,Allegan Main Campus,Waste Water,Medium,Medium,Stable,Within 5 Years,"Water stress in this region is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. Medium wastewater risk expected to persist."
Perrigo Company,Allegan Water St Plant,Waste Water,Medium,Medium,Stable,Within 5 Years,"Water stress in this region is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. Medium wastewater risk expected to persist."
Perrigo Company,Eau Claire Facility,Waste Water,Medium,Medium,Stable,Within 5 Years,"Water stress in this region is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. Medium wastewater risk expected to persist."
Perrigo Company,PBM Nutritionals (Vermont),Waste Water,Very Low,Medium,Stable,Within 5 Years,Very low wastewater risk expected to persist. WRI Aqueduct futures projections indicate modest increases in basin water stress in this region but insufficient to alter risk classification within this horizon.
Perrigo Company,Perrigo Direct Hub,Waste Water,Low,Medium,Stable,Within 5 Years,"Low wastewater risk expected to remain stable. WRI Aqueduct futures projections indicate modest increases in basin water stress in this region, which may marginally affect the assimilative capacity of receiving water bodies."
Perrigo Company,Omaha Logistics Center,Waste Water,Low,Medium,Stable,Within 5 Years,"Low wastewater risk expected to remain stable. WRI Aqueduct futures projections indicate modest increases in basin water stress in this region, which may marginally affect the assimilative capacity of receiving water bodies."
Perrigo Company,Perrigo Israel (Yeruham),Waste Water,Very High,Medium,Deteriorating,Within 5 Years,"Water stress in Israel is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. This heightens the potential impact of any wastewater discharge from this facility."
Perrigo Company,Perrigo Mexico,Waste Water,Very High,Medium,Deteriorating,Within 5 Years,"Water stress in Mexico is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. This heightens the potential impact of any wastewater discharge from this facility."
Perrigo Company,Wrafton Laboratories (UK),Waste Water,Low,Medium,Stable,Within 5 Years,"Low wastewater risk expected to remain stable. WRI Aqueduct futures projections indicate modest increases in basin water stress in United Kingdom, which may marginally affect the assimilative capacity of receiving water bodies."
Perrigo Company,Galpharm International,Waste Water,Low,Medium,Stable,Within 5 Years,"Low wastewater risk expected to remain stable. WRI Aqueduct futures projections indicate modest increases in basin water stress in this region, which may marginally affect the assimilative capacity of receiving water bodies."
Perrigo Company,Rosemont Pharmaceuticals,Waste Water,Low,Medium,Stable,Within 5 Years,"Low wastewater risk expected to remain stable. WRI Aqueduct futures projections indicate modest increases in basin water stress in this region, which may marginally affect the assimilative capacity of receiving water bodies."
Perrigo Company,HRA Pharma Global HQ,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
Perrigo Company,HRA Pharma US,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
The Hain Celestial Group,Global Headquarters,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
The Hain Celestial Group,Celestial Seasonings,Waste Water,Very High,Medium,Stable,Within 5 Years,"Water stress in this region is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. Very high wastewater risk expected to persist or worsen over this horizon."
The Hain Celestial Group,Hain Personal Care Hub,Waste Water,Critical,Medium,Stable,Within 5 Years,"Critical wastewater discharge risk persists. RCP4.5 projections indicate continued or worsening water stress in this basin by 2030, sustaining elevated sensitivity of the receiving water body."
The Hain Celestial Group,Hain Celestial Canada HQ,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
The Hain Celestial Group,Mississauga Facility,Waste Water,High,Medium,Stable,Within 5 Years,"Water stress in this region is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. This heightens the potential impact of any discharge from this facility."
The Hain Celestial Group,Hain Daniels (Fakenham),Waste Water,Low,Medium,Stable,Within 5 Years,"Low wastewater risk expected to remain stable. WRI Aqueduct futures projections indicate modest increases in basin water stress in this region, which may marginally affect the assimilative capacity of receiving water bodies."
The Hain Celestial Group,Hain Daniels (Histon),Waste Water,Low,Medium,Stable,Within 5 Years,"Low wastewater risk expected to remain stable. WRI Aqueduct futures projections indicate modest increases in basin water stress in this region, which may marginally affect the assimilative capacity of receiving water bodies."
The Hain Celestial Group,Fresh Innovation Centre,Waste Water,High,Medium,Stable,Within 5 Years,"Water stress in this region is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. This heightens the potential impact of any discharge from this facility."
The Hain Celestial Group,Ella’s Kitchen HQ,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
The Hain Celestial Group,Natumi GmbH,Waste Water,Low,Medium,Stable,Within 5 Years,"Low wastewater risk expected to remain stable. WRI Aqueduct futures projections indicate modest increases in basin water stress in this region, which may marginally affect the assimilative capacity of receiving water bodies."
The Hain Celestial Group,Mona Naturprodukte (Joya),Waste Water,Low,Medium,Stable,Within 5 Years,"Low wastewater risk expected to remain stable. WRI Aqueduct futures projections indicate modest increases in basin water stress in United Kingdom, which may marginally affect the assimilative capacity of receiving water bodies."
The Hain Celestial Group,Cully & Sully,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
The Hain Celestial Group,Yorkshire Provender,Waste Water,Low,Medium,Stable,Within 5 Years,"Low wastewater risk expected to remain stable. WRI Aqueduct futures projections indicate modest increases in basin water stress in this region, which may marginally affect the assimilative capacity of receiving water bodies."
ZURU LLC.,ZURU Global HQ,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
ZURU LLC.,ZURU US Flagship Campus,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
ZURU LLC.,ZURU Shenzhen Hub,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
ZURU LLC.,ZURU Huizhou Smart Factory,Waste Water,Very Low,Medium,Stable,Within 5 Years,Very low wastewater risk expected to persist. WRI Aqueduct futures projections indicate modest increases in basin water stress in this region but insufficient to alter risk classification within this horizon.
ZURU LLC.,ZURU Guangzhou Plant,Waste Water,Low,Medium,Deteriorating,Within 5 Years,"Water stress in China is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. This heightens the potential impact of any wastewater discharge from this facility."
ZURU LLC.,ZURU New Zealand HQ,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
ZURU LLC.,ZURU Tech Italy (Modena),Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
ZURU LLC.,ZURU Tech India (Ahmedabad),Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
ZURU LLC.,ZURU Tech India (Kolkata),Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
ZURU LLC.,ZURU Bentonville Office,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
ZURU LLC.,ZURU Tech Italy (Milan),Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
