supplier_name,facility_name,risk_type,risk_level,risk_confidence,risk_trend,timeframe,context
Garmin International,Garmin Singapore,Inland Flooding,Very Low,Low,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk. SSP scenario spread is wide at this location; Very Low classification reflects the central estimate within a 12-month horizon.
Garmin International,Garmin Birtley (UK),Inland Flooding,Very Low,Medium,Stable,Within 12 Months,"Probabilistic inland flood model assigns very low flood risk to this location. SSP scenarios project Very Low flood risk within this horizon, with moderate confidence reflecting model uncertainty at this location."
Garmin International,Garmin Australasia,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
Techtronic Industries,TTI Innovation Center,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
Techtronic Industries,Milwaukee Tool Global HQ,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
Techtronic Industries,Milwaukee Tool Jackson Plant,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
Techtronic Industries,Milwaukee Tool Grenada Plant,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
Techtronic Industries,Milwaukee Tool Greenwood Plant,Inland Flooding,Very High,High,Improving,Within 12 Months,All SSP scenarios consistently project Very High inland flood risk. Marginal projected reduction in flood risk over this horizon.
Techtronic Industries,Milwaukee Tool Olive Branch DC,Inland Flooding,Very Low,Medium,Stable,Within 12 Months,"Probabilistic inland flood model assigns very low flood risk to this location. SSP scenarios project Very Low flood risk within this horizon, with moderate confidence reflecting model uncertainty at this location."
Techtronic Industries,Milwaukee Tool Clinton Plant,Inland Flooding,Very Low,Medium,Stable,Within 12 Months,"Probabilistic inland flood model assigns very low flood risk to this location. SSP scenarios project Very Low flood risk within this horizon, with moderate confidence reflecting model uncertainty at this location."
Techtronic Industries,Milwaukee Tool West Bend,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
Techtronic Industries,Empire Level (Subsidiary),Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
Techtronic Industries,Milwaukee Tool Torreon,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
Techtronic Industries,TTI Floor Care N.A.,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
Techtronic Industries,TTI Dongguan Hub,Inland Flooding,Very Low,Low,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk. SSP scenario spread is wide at this location; Very Low classification reflects the central estimate within a 12-month horizon.
Techtronic Industries,TTI Vietnam (SHTP),Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
Techtronic Industries,DreBo Werkzeugfabrik,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
Techtronic Industries,Ryobi Die Casting (USA),Inland Flooding,Very High,High,Improving,Within 12 Months,All SSP scenarios consistently project Very High inland flood risk. Marginal projected reduction in flood risk over this horizon.
"S.C. Johnson & Son, Inc.",Global Corporate HQ,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
"S.C. Johnson & Son, Inc.",Waxdale Facility,Inland Flooding,Very Low,Medium,Stable,Within 12 Months,"Probabilistic inland flood model assigns very low flood risk to this location. SSP scenarios project Very Low flood risk within this horizon, with moderate confidence reflecting model uncertainty at this location."
"S.C. Johnson & Son, Inc.",Ziploc Bay City Plant,Inland Flooding,Very Low,Medium,Stable,Within 12 Months,"Probabilistic inland flood model assigns very low flood risk to this location. SSP scenarios project Very Low flood risk within this horizon, with moderate confidence reflecting model uncertainty at this location."
"S.C. Johnson & Son, Inc.",North America HQ,Inland Flooding,Very Low,Medium,Stable,Within 12 Months,"Probabilistic inland flood model assigns very low flood risk to this location. SSP scenarios project Very Low flood risk within this horizon, with moderate confidence reflecting model uncertainty at this location."
"S.C. Johnson & Son, Inc.","Method ""Soapbox""",Inland Flooding,Very High,Medium,Stable,Within 12 Months,"SSP scenarios project flood risk ranging from Low to Very High, reflecting uncertainty in future precipitation intensity and extremes."
"S.C. Johnson & Son, Inc.",SC Johnson Professional HQ,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
"S.C. Johnson & Son, Inc.",Stanley Plant (SCJP),Inland Flooding,Very Low,Low,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk. SSP scenario spread is wide at this location; Very Low classification reflects the central estimate within a 12-month horizon.
"S.C. Johnson & Son, Inc.",SCJ Europlant,Inland Flooding,Very High,High,Improving,Within 12 Months,All SSP scenarios consistently project Very High inland flood risk. Marginal projected reduction in flood risk over this horizon.
"S.C. Johnson & Son, Inc.",European Headquarters (Rolle),Inland Flooding,Very Low,Medium,Stable,Within 12 Months,"Probabilistic inland flood model assigns very low flood risk to this location. SSP scenarios project Very Low flood risk within this horizon, with moderate confidence reflecting model uncertainty at this location."
"S.C. Johnson & Son, Inc.",Gorzów Manufacturing,Inland Flooding,Very High,High,Improving,Within 12 Months,All SSP scenarios consistently project Very High inland flood risk. Marginal projected reduction in flood risk over this horizon.
"S.C. Johnson & Son, Inc.",Rosslyn Factory,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
"S.C. Johnson & Son, Inc.",Shanghai Johnson Ltd,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
"S.C. Johnson & Son, Inc.",SC Johnson Vietnam,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
"S.C. Johnson & Son, Inc.",LATAM Regional HQ,Inland Flooding,Very Low,Medium,Stable,Within 12 Months,"Probabilistic inland flood model assigns very low flood risk to this location. SSP scenarios project Very Low flood risk within this horizon, with moderate confidence reflecting model uncertainty at this location."
"S.C. Johnson & Son, Inc.",Pilar Manufacturing,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
"S.C. Johnson & Son, Inc.",Toluca Plant,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
"GOJO Industries, Inc.",Global Headquarters,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
"GOJO Industries, Inc.",Lippman Campus (Stow),Inland Flooding,Very Low,Medium,Stable,Within 12 Months,"Probabilistic inland flood model assigns very low flood risk to this location. SSP scenarios project Very Low flood risk within this horizon, with moderate confidence reflecting model uncertainty at this location."
"GOJO Industries, Inc.",Cuyahoga Falls Plant,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
"GOJO Industries, Inc.",Wooster Facility,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
"GOJO Industries, Inc.",Maple Heights Plant,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
"GOJO Industries, Inc.",Ashland Dist. Center,Inland Flooding,Very Low,Medium,Stable,Within 12 Months,"Probabilistic inland flood model assigns very low flood risk to this location. SSP scenarios project Very Low flood risk within this horizon, with moderate confidence reflecting model uncertainty at this location."
"GOJO Industries, Inc.",Navarre Warehouse,Inland Flooding,Very High,High,Improving,Within 12 Months,All SSP scenarios consistently project Very High inland flood risk. Marginal projected reduction in flood risk over this horizon.
"GOJO Industries, Inc.",GOJO Europe (UK HQ),Inland Flooding,Very Low,Low,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk. SSP scenario spread is wide at this location; Very Low classification reflects the central estimate within a 12-month horizon.
"GOJO Industries, Inc.",GOJO France SARL,Inland Flooding,Very Low,Low,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk. SSP scenario spread is wide at this location; Very Low classification reflects the central estimate within a 12-month horizon.
"GOJO Industries, Inc.",GOJO Australasia,Inland Flooding,Very High,High,Stable,Within 12 Months,All SSP scenarios consistently project Very High inland flood risk.
"GOJO Industries, Inc.","GOJO Japan, Inc.",Inland Flooding,Very Low,Low,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk. SSP scenario spread is wide at this location; Very Low classification reflects the central estimate within a 12-month horizon.
"GOJO Industries, Inc.",GOJO América Latina,Inland Flooding,Very Low,Medium,Stable,Within 12 Months,"Probabilistic inland flood model assigns very low flood risk to this location. SSP scenarios project Very Low flood risk within this horizon, with moderate confidence reflecting model uncertainty at this location."
"GOJO Industries, Inc.",GOJO Canada Inc.,Inland Flooding,Very Low,Low,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk. SSP scenario spread is wide at this location; Very Low classification reflects the central estimate within a 12-month horizon.
Hangzhou Greatstar Industrial.Co.,Global Headquarters,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
Hangzhou Greatstar Industrial.Co.,GreatStar Industrial USA,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
Hangzhou Greatstar Industrial.Co.,Arrow Fastener Co. HQ,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
Hangzhou Greatstar Industrial.Co.,Shop-Vac / SK Tools USA,Inland Flooding,Very High,Medium,Stable,Within 12 Months,"SSP scenarios project flood risk ranging from Medium to Very High, reflecting uncertainty in future precipitation intensity and extremes."
Hangzhou Greatstar Industrial.Co.,Prime-Line Products,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
Hangzhou Greatstar Industrial.Co.,LISTA AG (Switzerland),Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
Hangzhou Greatstar Industrial.Co.,BeA GmbH (Germany),Inland Flooding,Very Low,Low,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk. SSP scenario spread is wide at this location; Very Low classification reflects the central estimate within a 12-month horizon.
Hangzhou Greatstar Industrial.Co.,Zhongshan Geelong Mfg,Inland Flooding,Very High,High,Improving,Within 12 Months,All SSP scenarios consistently project Very High inland flood risk. Marginal projected reduction in flood risk over this horizon.
Hangzhou Greatstar Industrial.Co.,GreatStar Vietnam Base,Inland Flooding,Very Low,Low,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk. SSP scenario spread is wide at this location; Very Low classification reflects the central estimate within a 12-month horizon.
Hangzhou Greatstar Industrial.Co.,GreatStar Thailand Base,Inland Flooding,Very Low,Low,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk. SSP scenario spread is wide at this location; Very Low classification reflects the central estimate within a 12-month horizon.
Hangzhou Greatstar Industrial.Co.,Haining GreatStar Hub,Inland Flooding,Very High,Medium,Stable,Within 12 Months,"SSP scenarios project flood risk ranging from Very Low to Very High, reflecting uncertainty in future precipitation intensity and extremes."
Hangzhou Greatstar Industrial.Co.,Goldblatt / GreatStar R&D,Inland Flooding,Very Low,Medium,Stable,Within 12 Months,"Probabilistic inland flood model assigns very low flood risk to this location. SSP scenarios project Very Low flood risk within this horizon, with moderate confidence reflecting model uncertainty at this location."
Hangzhou Greatstar Industrial.Co.,GreatStar Changzhou Base,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
Hangzhou Greatstar Industrial.Co.,Xiaoshan Logistics Base,Inland Flooding,Very Low,Medium,Stable,Within 12 Months,"Probabilistic inland flood model assigns very low flood risk to this location. SSP scenarios project Very Low flood risk within this horizon, with moderate confidence reflecting model uncertainty at this location."
Perrigo Company,Global Headquarters,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
Perrigo Company,N. American Corporate HQ,Inland Flooding,Very High,High,Improving,Within 12 Months,All SSP scenarios consistently project Very High inland flood risk. Marginal projected reduction in flood risk over this horizon.
Perrigo Company,Allegan Main Campus,Inland Flooding,Very High,High,Stable,Within 12 Months,All SSP scenarios consistently project Very High inland flood risk.
Perrigo Company,Allegan Water St Plant,Inland Flooding,Very High,High,Stable,Within 12 Months,All SSP scenarios consistently project Very High inland flood risk.
Perrigo Company,Eau Claire Facility,Inland Flooding,Very Low,Medium,Stable,Within 12 Months,"Probabilistic inland flood model assigns very low flood risk to this location. SSP scenarios project Very Low flood risk within this horizon, with moderate confidence reflecting model uncertainty at this location."
Perrigo Company,PBM Nutritionals (Vermont),Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
Perrigo Company,Perrigo Direct Hub,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
Perrigo Company,Omaha Logistics Center,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
Perrigo Company,Perrigo Israel (Yeruham),Inland Flooding,Very Low,Low,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk. SSP scenario spread is wide at this location; Very Low classification reflects the central estimate within a 12-month horizon.
Perrigo Company,Perrigo Mexico,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
Perrigo Company,Wrafton Laboratories (UK),Inland Flooding,Very Low,Low,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk. SSP scenario spread is wide at this location; Very Low classification reflects the central estimate within a 12-month horizon.
Perrigo Company,Galpharm International,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
Perrigo Company,Rosemont Pharmaceuticals,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
Perrigo Company,HRA Pharma Global HQ,Inland Flooding,Very Low,Low,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk. SSP scenario spread is wide at this location; Very Low classification reflects the central estimate within a 12-month horizon.
Perrigo Company,HRA Pharma US,Inland Flooding,Very Low,Medium,Stable,Within 12 Months,"Probabilistic inland flood model assigns very low flood risk to this location. SSP scenarios project Very Low flood risk within this horizon, with moderate confidence reflecting model uncertainty at this location."
The Hain Celestial Group,Global Headquarters,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
The Hain Celestial Group,Celestial Seasonings,Inland Flooding,Very High,High,Stable,Within 12 Months,All SSP scenarios consistently project Very High inland flood risk.
The Hain Celestial Group,Hain Personal Care Hub,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
The Hain Celestial Group,Hain Celestial Canada HQ,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
The Hain Celestial Group,Mississauga Facility,Inland Flooding,Very Low,Medium,Stable,Within 12 Months,"Probabilistic inland flood model assigns very low flood risk to this location. SSP scenarios project Very Low flood risk within this horizon, with moderate confidence reflecting model uncertainty at this location."
The Hain Celestial Group,Hain Daniels (Fakenham),Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
The Hain Celestial Group,Hain Daniels (Histon),Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
The Hain Celestial Group,Fresh Innovation Centre,Inland Flooding,Very Low,Low,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk. SSP scenario spread is wide at this location; Very Low classification reflects the central estimate within a 12-month horizon.
The Hain Celestial Group,Ella’s Kitchen HQ,Inland Flooding,Very Low,Low,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk. SSP scenario spread is wide at this location; Very Low classification reflects the central estimate within a 12-month horizon.
The Hain Celestial Group,Natumi GmbH,Inland Flooding,Very Low,Low,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk. SSP scenario spread is wide at this location; Very Low classification reflects the central estimate within a 12-month horizon.
The Hain Celestial Group,Mona Naturprodukte (Joya),Inland Flooding,Very Low,Low,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk. SSP scenario spread is wide at this location; Very Low classification reflects the central estimate within a 12-month horizon.
The Hain Celestial Group,Cully & Sully,Inland Flooding,Very Low,Low,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk. SSP scenario spread is wide at this location; Very Low classification reflects the central estimate within a 12-month horizon.
The Hain Celestial Group,Yorkshire Provender,Inland Flooding,Very Low,Low,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk. SSP scenario spread is wide at this location; Very Low classification reflects the central estimate within a 12-month horizon.
ZURU LLC.,ZURU Global HQ,Inland Flooding,Very Low,Low,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk. SSP scenario spread is wide at this location; Very Low classification reflects the central estimate within a 12-month horizon.
ZURU LLC.,ZURU US Flagship Campus,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
ZURU LLC.,ZURU Shenzhen Hub,Inland Flooding,Very High,High,Stable,Within 12 Months,All SSP scenarios consistently project Very High inland flood risk.
ZURU LLC.,ZURU Huizhou Smart Factory,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
ZURU LLC.,ZURU Guangzhou Plant,Inland Flooding,Very Low,Low,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk. SSP scenario spread is wide at this location; Very Low classification reflects the central estimate within a 12-month horizon.
ZURU LLC.,ZURU New Zealand HQ,Inland Flooding,Very Low,Low,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk. SSP scenario spread is wide at this location; Very Low classification reflects the central estimate within a 12-month horizon.
ZURU LLC.,ZURU Tech Italy (Modena),Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
ZURU LLC.,ZURU Tech India (Ahmedabad),Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
ZURU LLC.,ZURU Tech India (Kolkata),Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
ZURU LLC.,ZURU Bentonville Office,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
ZURU LLC.,ZURU Tech Italy (Milan),Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
ZURU LLC.,ZURU Dongguan Tech Center,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
John Paul Mitchell Systems,Global Headquarters,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
John Paul Mitchell Systems,JPMS Creative Center,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
John Paul Mitchell Systems,Santa Clarita DC,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
John Paul Mitchell Systems,The Awapuhi Farm,Inland Flooding,Very Low,Low,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk. SSP scenario spread is wide at this location; Very Low classification reflects the central estimate within a 12-month horizon.
John Paul Mitchell Systems,JPMS UK (Salon Success),Inland Flooding,Very Low,Low,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk. SSP scenario spread is wide at this location; Very Low classification reflects the central estimate within a 12-month horizon.
John Paul Mitchell Systems,JPMS European Hub,Inland Flooding,Very Low,Low,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk. SSP scenario spread is wide at this location; Very Low classification reflects the central estimate within a 12-month horizon.
John Paul Mitchell Systems,Pro-motive (Subsidiary),Inland Flooding,Very High,High,Improving,Within 12 Months,All SSP scenarios consistently project Very High inland flood risk. Marginal projected reduction in flood risk over this horizon.
John Paul Mitchell Systems,Distribution Center East,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
"Natural Organics, Inc.",Global Headquarters,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
"Natural Organics, Inc.",Melville Manufacturing,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
"Natural Organics, Inc.","The ""Pharma-Lab""",Inland Flooding,Very Low,Medium,Stable,Within 12 Months,"Probabilistic inland flood model assigns very low flood risk to this location. SSP scenarios project Very Low flood risk within this horizon, with moderate confidence reflecting model uncertainty at this location."
"Natural Organics, Inc.",Melville Distribution,Inland Flooding,Very Low,High,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk to this location. All SSP scenarios consistently project Very Low flood risk with no material change expected within 12 months.
"Natural Organics, Inc.",Amityville Facility,Inland Flooding,Very Low,Low,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk. SSP scenario spread is wide at this location; Very Low classification reflects the central estimate within a 12-month horizon.
"Natural Organics, Inc.",Nature’s Plus UK,Inland Flooding,Very Low,Low,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk. SSP scenario spread is wide at this location; Very Low classification reflects the central estimate within a 12-month horizon.
"Natural Organics, Inc.",Euro-Nutrition Hub,Inland Flooding,Very Low,Low,Stable,Within 12 Months,Probabilistic inland flood model assigns very low flood risk. SSP scenario spread is wide at this location; Very Low classification reflects the central estimate within a 12-month horizon.
