supplier_name,facility_name,risk_type,risk_level,risk_confidence,risk_trend,timeframe,facility_worker_category,automation_displacement_risk,ilo_sdg_8_8_2_score,working_poverty_rate_pct,work_injury_coverage_rate,minimum_wage_ppp_usd_monthly,country_signal,sector_signal,context,monitoring_signals
"S.C. Johnson & Son, Inc.",Waxdale Facility,Worker Rights - Remuneration,Low,Moderate,Stable,Within 12 Months,Skilled Process Manufacturing,Medium,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor.","Medium automation displacement risk for chemical/food process manufacturing within 12 months. Process automation (sensors, SCADA, automated filling) is incremental. Consumer-brand cost-squeeze (private-label competition, retailer margin pressure) is a live signal — cleaning products, personal care, and food sectors are all experiencing margin compression that historically flows through to labour cost pressure.","COUNTRY SIGNAL: ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor. SECTOR SIGNAL: Medium automation displacement risk for chemical/food process manufacturing within 12 months. Process automation (sensors, SCADA, automated filling) is incremental. Consumer-brand cost-squeeze (private-label competition, retailer margin pressure) is a live signal — cleaning products, personal care, and food sectors are all experiencing margin compression that historically flows through to labour cost pressure.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
"S.C. Johnson & Son, Inc.",Ziploc Bay City Plant,Worker Rights - Labour Rights,High,Moderate,Stable,Within 12 Months,Skilled Process Manufacturing,Medium,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor.","Medium automation displacement risk for chemical/food process manufacturing within 12 months. Process automation (sensors, SCADA, automated filling) is incremental. Consumer-brand cost-squeeze (private-label competition, retailer margin pressure) is a live signal — cleaning products, personal care, and food sectors are all experiencing margin compression that historically flows through to labour cost pressure.","COUNTRY SIGNAL: ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor. SECTOR SIGNAL: Medium automation displacement risk for chemical/food process manufacturing within 12 months. Process automation (sensors, SCADA, automated filling) is incremental. Consumer-brand cost-squeeze (private-label competition, retailer margin pressure) is a live signal — cleaning products, personal care, and food sectors are all experiencing margin compression that historically flows through to labour cost pressure.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
"S.C. Johnson & Son, Inc.",Ziploc Bay City Plant,Worker Rights - Remuneration,Low,Moderate,Stable,Within 12 Months,Skilled Process Manufacturing,Medium,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor.","Medium automation displacement risk for chemical/food process manufacturing within 12 months. Process automation (sensors, SCADA, automated filling) is incremental. Consumer-brand cost-squeeze (private-label competition, retailer margin pressure) is a live signal — cleaning products, personal care, and food sectors are all experiencing margin compression that historically flows through to labour cost pressure.","COUNTRY SIGNAL: ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor. SECTOR SIGNAL: Medium automation displacement risk for chemical/food process manufacturing within 12 months. Process automation (sensors, SCADA, automated filling) is incremental. Consumer-brand cost-squeeze (private-label competition, retailer margin pressure) is a live signal — cleaning products, personal care, and food sectors are all experiencing margin compression that historically flows through to labour cost pressure.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
"S.C. Johnson & Son, Inc.",North America HQ,Worker Rights - Labour Rights,High,Moderate,Stable,Within 12 Months,Professional / Office,Low,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
"S.C. Johnson & Son, Inc.",North America HQ,Worker Rights - Remuneration,Low,Moderate,Stable,Within 12 Months,Professional / Office,Low,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
"S.C. Johnson & Son, Inc.","Method ""Soapbox""",Worker Rights - Labour Rights,High,Moderate,Stable,Within 12 Months,Skilled Process Manufacturing,Medium,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor.","Medium automation displacement risk for chemical/food process manufacturing within 12 months. Process automation (sensors, SCADA, automated filling) is incremental. Consumer-brand cost-squeeze (private-label competition, retailer margin pressure) is a live signal — cleaning products, personal care, and food sectors are all experiencing margin compression that historically flows through to labour cost pressure.","COUNTRY SIGNAL: ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor. SECTOR SIGNAL: Medium automation displacement risk for chemical/food process manufacturing within 12 months. Process automation (sensors, SCADA, automated filling) is incremental. Consumer-brand cost-squeeze (private-label competition, retailer margin pressure) is a live signal — cleaning products, personal care, and food sectors are all experiencing margin compression that historically flows through to labour cost pressure.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
"S.C. Johnson & Son, Inc.","Method ""Soapbox""",Worker Rights - Remuneration,Low,Moderate,Stable,Within 12 Months,Skilled Process Manufacturing,Medium,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor.","Medium automation displacement risk for chemical/food process manufacturing within 12 months. Process automation (sensors, SCADA, automated filling) is incremental. Consumer-brand cost-squeeze (private-label competition, retailer margin pressure) is a live signal — cleaning products, personal care, and food sectors are all experiencing margin compression that historically flows through to labour cost pressure.","COUNTRY SIGNAL: ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor. SECTOR SIGNAL: Medium automation displacement risk for chemical/food process manufacturing within 12 months. Process automation (sensors, SCADA, automated filling) is incremental. Consumer-brand cost-squeeze (private-label competition, retailer margin pressure) is a live signal — cleaning products, personal care, and food sectors are all experiencing margin compression that historically flows through to labour cost pressure.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
"S.C. Johnson & Son, Inc.",SC Johnson Professional HQ,Worker Rights - Labour Rights,High,Moderate,Stable,Within 12 Months,Professional / Office,Low,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
"S.C. Johnson & Son, Inc.",SC Johnson Professional HQ,Worker Rights - Remuneration,Low,Moderate,Stable,Within 12 Months,Professional / Office,Low,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
"S.C. Johnson & Son, Inc.",Stanley Plant (SCJP),Worker Rights - Labour Rights,High,Moderate,Stable,Within 12 Months,Skilled Process Manufacturing,Medium,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor.","Medium automation displacement risk for chemical/food process manufacturing within 12 months. Process automation (sensors, SCADA, automated filling) is incremental. Consumer-brand cost-squeeze (private-label competition, retailer margin pressure) is a live signal — cleaning products, personal care, and food sectors are all experiencing margin compression that historically flows through to labour cost pressure.","COUNTRY SIGNAL: ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor. SECTOR SIGNAL: Medium automation displacement risk for chemical/food process manufacturing within 12 months. Process automation (sensors, SCADA, automated filling) is incremental. Consumer-brand cost-squeeze (private-label competition, retailer margin pressure) is a live signal — cleaning products, personal care, and food sectors are all experiencing margin compression that historically flows through to labour cost pressure.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
"S.C. Johnson & Son, Inc.",Stanley Plant (SCJP),Worker Rights - Remuneration,Low,Moderate,Stable,Within 12 Months,Skilled Process Manufacturing,Medium,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor.","Medium automation displacement risk for chemical/food process manufacturing within 12 months. Process automation (sensors, SCADA, automated filling) is incremental. Consumer-brand cost-squeeze (private-label competition, retailer margin pressure) is a live signal — cleaning products, personal care, and food sectors are all experiencing margin compression that historically flows through to labour cost pressure.","COUNTRY SIGNAL: ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor. SECTOR SIGNAL: Medium automation displacement risk for chemical/food process manufacturing within 12 months. Process automation (sensors, SCADA, automated filling) is incremental. Consumer-brand cost-squeeze (private-label competition, retailer margin pressure) is a live signal — cleaning products, personal care, and food sectors are all experiencing margin compression that historically flows through to labour cost pressure.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
"S.C. Johnson & Son, Inc.",SCJ Europlant,Worker Rights - Labour Rights,Low,High,Stable,Within 12 Months,Skilled Process Manufacturing,Medium,0.73,100.0,0.0,2735.655,"Netherlands has strong collective labour agreement (CAO) coverage (~85% of workers) despite ILO SDG 8.8.2 score of 0.73. Low score reflects some restrictions on strike action and flex/platform worker rights. Minimum wage PPP $2,736; 100% work injury coverage. CSDDD transposition underway. No material change within 12 months.","Medium automation displacement risk for chemical/food process manufacturing within 12 months. Process automation (sensors, SCADA, automated filling) is incremental. Consumer-brand cost-squeeze (private-label competition, retailer margin pressure) is a live signal — cleaning products, personal care, and food sectors are all experiencing margin compression that historically flows through to labour cost pressure.","COUNTRY SIGNAL: Netherlands has strong collective labour agreement (CAO) coverage (~85% of workers) despite ILO SDG 8.8.2 score of 0.73. Low score reflects some restrictions on strike action and flex/platform worker rights. Minimum wage PPP $2,736; 100% work injury coverage. CSDDD transposition underway. No material change within 12 months. SECTOR SIGNAL: Medium automation displacement risk for chemical/food process manufacturing within 12 months. Process automation (sensors, SCADA, automated filling) is incremental. Consumer-brand cost-squeeze (private-label competition, retailer margin pressure) is a live signal — cleaning products, personal care, and food sectors are all experiencing margin compression that historically flows through to labour cost pressure.",EU Platform Work Directive national transposition; CBS collective agreement coverage statistics; CSDDD transposition; minimum wage indexation
"S.C. Johnson & Son, Inc.",SCJ Europlant,Worker Rights - Remuneration,Very Low,High,Stable,Within 12 Months,Skilled Process Manufacturing,Medium,0.73,100.0,0.0,2735.655,"Netherlands has strong collective labour agreement (CAO) coverage (~85% of workers) despite ILO SDG 8.8.2 score of 0.73. Low score reflects some restrictions on strike action and flex/platform worker rights. Minimum wage PPP $2,736; 100% work injury coverage. CSDDD transposition underway. No material change within 12 months.","Medium automation displacement risk for chemical/food process manufacturing within 12 months. Process automation (sensors, SCADA, automated filling) is incremental. Consumer-brand cost-squeeze (private-label competition, retailer margin pressure) is a live signal — cleaning products, personal care, and food sectors are all experiencing margin compression that historically flows through to labour cost pressure.","COUNTRY SIGNAL: Netherlands has strong collective labour agreement (CAO) coverage (~85% of workers) despite ILO SDG 8.8.2 score of 0.73. Low score reflects some restrictions on strike action and flex/platform worker rights. Minimum wage PPP $2,736; 100% work injury coverage. CSDDD transposition underway. No material change within 12 months. SECTOR SIGNAL: Medium automation displacement risk for chemical/food process manufacturing within 12 months. Process automation (sensors, SCADA, automated filling) is incremental. Consumer-brand cost-squeeze (private-label competition, retailer margin pressure) is a live signal — cleaning products, personal care, and food sectors are all experiencing margin compression that historically flows through to labour cost pressure.",EU Platform Work Directive national transposition; CBS collective agreement coverage statistics; CSDDD transposition; minimum wage indexation
"S.C. Johnson & Son, Inc.",European Headquarters (Rolle),Worker Rights - Labour Rights,Very Low,High,Improving,Within 12 Months,Professional / Office,Low,0.35,80.1,0.0,3804.362,"Switzerland's SDG score (0.35) near zero. GAV (Gesamtarbeitsvertrag) collective agreement system, strong cantonal labour courts, and high minimum wage equivalents (no statutory national minimum but cantonal minimums, PPP $3,804 used). Swiss SDG Act strengthening supply chain obligations. Work injury coverage 80.1%.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: Switzerland's SDG score (0.35) near zero. GAV (Gesamtarbeitsvertrag) collective agreement system, strong cantonal labour courts, and high minimum wage equivalents (no statutory national minimum but cantonal minimums, PPP $3,804 used). Swiss SDG Act strengthening supply chain obligations. Work injury coverage 80.1%. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.",Swiss SDG Act enforcement statistics; cantonal minimum wage levels; ILO SDG 8.8.2 Switzerland score
"S.C. Johnson & Son, Inc.",European Headquarters (Rolle),Worker Rights - Remuneration,Very Low,High,Stable,Within 12 Months,Professional / Office,Low,0.35,80.1,0.0,3804.362,"Switzerland's SDG score (0.35) near zero. GAV (Gesamtarbeitsvertrag) collective agreement system, strong cantonal labour courts, and high minimum wage equivalents (no statutory national minimum but cantonal minimums, PPP $3,804 used). Swiss SDG Act strengthening supply chain obligations. Work injury coverage 80.1%.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: Switzerland's SDG score (0.35) near zero. GAV (Gesamtarbeitsvertrag) collective agreement system, strong cantonal labour courts, and high minimum wage equivalents (no statutory national minimum but cantonal minimums, PPP $3,804 used). Swiss SDG Act strengthening supply chain obligations. Work injury coverage 80.1%. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.",Swiss SDG Act enforcement statistics; cantonal minimum wage levels; ILO SDG 8.8.2 Switzerland score
"S.C. Johnson & Son, Inc.",Gorzów Manufacturing,Worker Rights - Labour Rights,Medium,High,Stable,Within 12 Months,Skilled Process Manufacturing,Medium,1.43,86.6,0.0,2074.817,"Poland's SDG 8.8.2 score of 1.43 (Medium quintile) reflects limitations on trade union effectiveness — union density has declined sharply since 1990 transition, collective bargaining coverage is low (~15%). Minimum wage (PPP $2,075) has been rising sharply above inflation under both PiS and Tusk governments. Work injury coverage 86.6%. EU membership provides structural floor on labour standards. No material institutional change within 12 months.","Medium automation displacement risk for chemical/food process manufacturing within 12 months. Process automation (sensors, SCADA, automated filling) is incremental. Consumer-brand cost-squeeze (private-label competition, retailer margin pressure) is a live signal — cleaning products, personal care, and food sectors are all experiencing margin compression that historically flows through to labour cost pressure.","COUNTRY SIGNAL: Poland's SDG 8.8.2 score of 1.43 (Medium quintile) reflects limitations on trade union effectiveness — union density has declined sharply since 1990 transition, collective bargaining coverage is low (~15%). Minimum wage (PPP $2,075) has been rising sharply above inflation under both PiS and Tusk governments. Work injury coverage 86.6%. EU membership provides structural floor on labour standards. No material institutional change within 12 months. SECTOR SIGNAL: Medium automation displacement risk for chemical/food process manufacturing within 12 months. Process automation (sensors, SCADA, automated filling) is incremental. Consumer-brand cost-squeeze (private-label competition, retailer margin pressure) is a live signal — cleaning products, personal care, and food sectors are all experiencing margin compression that historically flows through to labour cost pressure.",EU CSDDD transposition progress; Polish minimum wage trajectory; trade union density statistics; Solidarity union activity
"S.C. Johnson & Son, Inc.",Gorzów Manufacturing,Worker Rights - Remuneration,Very Low,High,Stable,Within 12 Months,Skilled Process Manufacturing,Medium,1.43,86.6,0.0,2074.817,"Poland's SDG 8.8.2 score of 1.43 (Medium quintile) reflects limitations on trade union effectiveness — union density has declined sharply since 1990 transition, collective bargaining coverage is low (~15%). Minimum wage (PPP $2,075) has been rising sharply above inflation under both PiS and Tusk governments. Work injury coverage 86.6%. EU membership provides structural floor on labour standards. No material institutional change within 12 months.","Medium automation displacement risk for chemical/food process manufacturing within 12 months. Process automation (sensors, SCADA, automated filling) is incremental. Consumer-brand cost-squeeze (private-label competition, retailer margin pressure) is a live signal — cleaning products, personal care, and food sectors are all experiencing margin compression that historically flows through to labour cost pressure.","COUNTRY SIGNAL: Poland's SDG 8.8.2 score of 1.43 (Medium quintile) reflects limitations on trade union effectiveness — union density has declined sharply since 1990 transition, collective bargaining coverage is low (~15%). Minimum wage (PPP $2,075) has been rising sharply above inflation under both PiS and Tusk governments. Work injury coverage 86.6%. EU membership provides structural floor on labour standards. No material institutional change within 12 months. SECTOR SIGNAL: Medium automation displacement risk for chemical/food process manufacturing within 12 months. Process automation (sensors, SCADA, automated filling) is incremental. Consumer-brand cost-squeeze (private-label competition, retailer margin pressure) is a live signal — cleaning products, personal care, and food sectors are all experiencing margin compression that historically flows through to labour cost pressure.",EU CSDDD transposition progress; Polish minimum wage trajectory; trade union density statistics; Solidarity union activity
