supplier_name,facility_name,risk_type,risk_level,risk_confidence,risk_trend,timeframe,walk_free_vulnerability_score,walk_free_government_response_score,us_tip_report_tier,vulnerability_trend,government_response_trend,overall_risk_trajectory,key_risk_driver,context,monitoring_signals
Garmin International,Garmin Birtley (UK),Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,14.0,68.0,Tier 1,Stable,Stable,Tier 1 – Stable; minor deregulatory risk,Deregulatory agenda under current government creates modest tail risk to MSA enforcement ambition; CSDDD non-participation limits EU-driven uplift,"The current UK government's stated intention to reduce business regulatory burden creates a modest tail risk that MSA reporting thresholds may be raised or enforcement ambition reduced. UK's post-Brexit non-participation in CSDDD means it will not benefit from the uplift in supply chain due diligence standards that EU-member competitors face. However, structural vulnerability remains very low and Tier 1 status is not threatened over any plausible 5-year trajectory.",Business Regulatory Reform consultations affecting MSA; Home Office Modern Slavery strategy publication; UK-EU trade relationship evolution
Garmin International,Garmin Australasia,Modern Slavery,Very Low,High,Improving,Within 5 Years,7.0,67.0,Tier 1,Stable,Improving,Tier 1 – Stable,"MSA 2023 Review reforms expected to strengthen reporting requirements and enforcement, improving government response sub-scores","The 2023 independent MSA review recommended mandatory due diligence, expanded thresholds, and a new enforcement body. If implemented (current Albanese government supportive), Australia's government response sub-score would improve materially in the next Walk Free cycle. Structural vulnerability will remain at near-zero levels.",Federal Government response to MSA Review; legislation for mandatory due diligence requirements; Walk Free 2027 Australia government response score
Techtronic Industries,TTI Innovation Center,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
Techtronic Industries,Milwaukee Tool Global HQ,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
Techtronic Industries,Milwaukee Tool Jackson Plant,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
Techtronic Industries,Milwaukee Tool Grenada Plant,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
Techtronic Industries,Milwaukee Tool Greenwood Plant,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
Techtronic Industries,Milwaukee Tool Olive Branch DC,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
Techtronic Industries,Milwaukee Tool Clinton Plant,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
Techtronic Industries,Milwaukee Tool West Bend,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
Techtronic Industries,Empire Level (Subsidiary),Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
Techtronic Industries,Milwaukee Tool Torreon,Modern Slavery,Medium,Low,Highly Variable,Within 5 Years,58.0,55.0,Tier 2,Deteriorating,Stable,Tier 2 – Stable; Tier 2 Watchlist downgrade possible if organised crime penetration of labour markets worsens,"Entrenched organised crime in labour markets, judicial system weaknesses, and high structural inequality create highly variable 5-year trajectory; no credible pathway to cluster 3","Over a 5-year horizon, Mexico's trajectory is highly variable. Positive scenario: Sheinbaum government's social programmes reduce inequality sub-scores and USMCA enforcement pressure improves labour standards compliance. Negative scenario: continued judicial system weakening, organised crime expansion, and USMCA tariff pressure driving informal economy growth worsen vulnerability further. Neither scenario produces cluster migration within 5 years; the relevant risk question is whether the current cluster 4 (Medium) holding position is maintained.","Walk Free 2027 Mexico vulnerability sub-scores (inequality, governance); USMCA RRM enforcement activity; Bertelsmann Transformation Index governance scores; IMF Mexico economic outlook"
Techtronic Industries,TTI Floor Care N.A.,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
Techtronic Industries,TTI Dongguan Hub,Modern Slavery,High,High,Deteriorating,Within 5 Years,46.0,40.0,Tier 3,Deteriorating,Deteriorating,Tier 3 – Likely maintained or worsened; no pathway to improvement,"No structural change mechanism exists in China's labour governance framework; XUAR programs institutionalised; international enforcement escalation reinforces High exposure as a floor, not ceiling","Over 5 years, China's modern slavery exposure trajectory is clearly deteriorating. The XUAR labour transfer and surplus labour programs are institutionalised state policy with no announced dismantlement timeline. Government response score (40) is structurally constrained by the absence of independent trade unions, civil society, and judicial oversight. International enforcement (UFLPA, EU Forced Labour Regulation from Dec 2027) will intensify scrutiny of Chinese supply chains. The cluster 2 (High) designation is likely to be the floor — some Walk Free models have assessed China at the cluster 0 boundary for certain sub-scores.",Walk Free 2027 China scores; EU Forced Labour Regulation enforcement actions against Chinese goods; any XUAR programme policy changes; ACFTU reform signals; bilateral trade negotiations touching labour standards
Techtronic Industries,TTI Vietnam (SHTP),Modern Slavery,High,Moderate,Highly Variable,Within 5 Years,44.0,47.0,Tier 3,Stable,Highly Variable,Tier 3 – Possible Tier 2 movement if EVFTA commitments implemented; remains uncertain,EVFTA Labour Chapter creates a credible (if uncertain) 5-year reform pathway; independent trade union formation is the binding constraint and leading indicator,"Vietnam has demonstrated some willingness to engage with ILO on labour reform under EVFTA (EU Free Trade Agreement) pressure — the Amended Labour Code 2019 permitted collective bargaining groups for the first time. However, the fundamental constraint — absence of genuinely independent trade unions — has not been resolved. If Vietnam implements ILO Convention 87 (Freedom of Association) compliance under continued EVFTA trade pressure, a Tier 2 reclassification becomes plausible by 2028-29, which would improve government response scores. This is a high-variance scenario.",Vietnam independent trade union formation progress; ILO Convention 87 ratification status; EVFTA labour dispute mechanism activation; Walk Free 2027 Vietnam government response sub-scores
Techtronic Industries,DreBo Werkzeugfabrik,Modern Slavery,Very Low,High,Improving,Within 5 Years,11.0,62.0,Tier 1,Stable,Improving,Tier 1 – Stable,Full CSDDD implementation and mature LkSG enforcement cycle expected by 2028-29; Germany's government response trajectory among strongest in EU,"By the 5-year horizon, CSDDD will be in full force for German companies (initial application to large firms from ~2027, cascading to mid-caps by 2028). Combined with mature LkSG enforcement, Germany's government response sub-scores are expected to improve substantially. Structural vulnerability remains at near-zero levels.",CSDDD national transposition and first enforcement actions; German Nationales Aktionsplan (NAP) renewal; Walk Free 2027+ government response sub-scores
Techtronic Industries,Ryobi Die Casting (USA),Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
"S.C. Johnson & Son, Inc.",Global Corporate HQ,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
"S.C. Johnson & Son, Inc.",Waxdale Facility,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
"S.C. Johnson & Son, Inc.",Ziploc Bay City Plant,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
"S.C. Johnson & Son, Inc.",North America HQ,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
"S.C. Johnson & Son, Inc.","Method ""Soapbox""",Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
"S.C. Johnson & Son, Inc.",SC Johnson Professional HQ,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
"S.C. Johnson & Son, Inc.",Stanley Plant (SCJP),Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
"S.C. Johnson & Son, Inc.",SCJ Europlant,Modern Slavery,Very Low,High,Improving,Within 5 Years,6.0,67.0,Tier 1,Stable,Improving,Tier 1 – Stable,Full CSDDD and EU Anti-Trafficking Directive implementation strengthens government response sub-scores further,Netherlands is already at the leading edge of EU supply chain due diligence legislation. CSDDD full implementation by 2027-28 will further improve government response sub-scores. Vulnerability is at structural floor. No credible risk pathway identified over 5-year horizon.,Walk Free 2027+ Netherlands government response scores; CSDDD enforcement actions; Dutch NRM statistics
"S.C. Johnson & Son, Inc.",European Headquarters (Rolle),Modern Slavery,Very Low,Moderate,Improving,Within 5 Years,14.0,50.0,Tier 2,Stable,Improving,Tier 1 – Probable by 2027-28 if domestic prosecution capacity continues to improve,Continued SDG Act maturation and domestic enforcement improvement supports Tier 1 reclassification; vulnerability structurally low,"Over 5 years, Switzerland's improving trajectory under SDG Act enforcement makes Tier 1 reclassification the most likely outcome. Domestic sex trafficking prosecution rates and foreign domestic worker protections are the remaining constraints. Structural vulnerability (14) will remain low. CSDDD may apply to Swiss companies via extraterritorial scope, providing additional institutional pressure.",TIP Report 2026-27 tier status; FEDPOL trafficking prosecution statistics; Walk Free 2027 Switzerland government response sub-score
"S.C. Johnson & Son, Inc.",Gorzów Manufacturing,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,19.0,55.0,Tier 2,Stable,Improving,Tier 2 – Stable to potentially Tier 1 by 2028-29,CSDDD and EU institutional alignment improving government response; Ukrainian conflict resolution (or lack thereof) determines refugee population trajectory,"Over 5 years, Poland's trajectory depends significantly on the Ukraine conflict resolution. If conflict continues, the large refugee population maintains some structural vulnerability pressure. If resolved, vulnerability sub-scores would improve. In either scenario, CSDDD and EU institutional frameworks prevent meaningful deterioration. Government response improvement is the likely trajectory under EU accountability mechanisms.",Ukraine conflict trajectory and Polish refugee population size; CSDDD national transposition; Polish prosecution statistics for trafficking offences
"S.C. Johnson & Son, Inc.",Rosslyn Factory,Modern Slavery,Very High,Moderate,Deteriorating,Within 5 Years,52.0,53.0,Tier 2 Watchlist,Deteriorating,Deteriorating,Tier 3 – Likely by 2026-27; cluster migration toward Very High plausible,Structural deterioration of state capacity combined with worsening inequality and unemployment creates a credible pathway to Very High exposure within 5 years,"Over a 5-year horizon, South Africa's trajectory is clearly deteriorating. Unemployment remains structurally above 33%, inequality (Gini ~0.63) among the highest globally, and state capacity — already weak — is being further eroded by cadre deployment and fiscal constraints on public services. If Tier 3 downgrade occurs (likely within 1-2 years), the next Walk Free clustering would assess South Africa's vulnerability (52) and government response (53) combination against cluster 0 (Very High) boundaries. The Rosslyn Factory (S.C. Johnson) sits in this deteriorating context. By 2028-30, a cluster 0 (Very High) reclassification is a plausible base case, not a tail risk.","Walk Free 2027 South Africa vulnerability sub-scores (inequality, governance issues); TIP Report tier trajectory; NPC (National Prosecuting Authority) anti-trafficking conviction rates; Transparency International CPI for South Africa"
"S.C. Johnson & Son, Inc.",Shanghai Johnson Ltd,Modern Slavery,High,High,Deteriorating,Within 5 Years,46.0,40.0,Tier 3,Deteriorating,Deteriorating,Tier 3 – Likely maintained or worsened; no pathway to improvement,"No structural change mechanism exists in China's labour governance framework; XUAR programs institutionalised; international enforcement escalation reinforces High exposure as a floor, not ceiling","Over 5 years, China's modern slavery exposure trajectory is clearly deteriorating. The XUAR labour transfer and surplus labour programs are institutionalised state policy with no announced dismantlement timeline. Government response score (40) is structurally constrained by the absence of independent trade unions, civil society, and judicial oversight. International enforcement (UFLPA, EU Forced Labour Regulation from Dec 2027) will intensify scrutiny of Chinese supply chains. The cluster 2 (High) designation is likely to be the floor — some Walk Free models have assessed China at the cluster 0 boundary for certain sub-scores.",Walk Free 2027 China scores; EU Forced Labour Regulation enforcement actions against Chinese goods; any XUAR programme policy changes; ACFTU reform signals; bilateral trade negotiations touching labour standards
